data,classifier,criterion,percentageLabeled,thresholdOrKBest,iteration,LabeledInitial,UnLabeledInitial,LabeledFinal,UnLabeledFinal,percentageLabeledFinal,accuracy,AUC,PR,F1score
heart,LR-Spark,n.a,0.15,0.7,0,0,0,0,0,NaN,0.806187888,0.804248651,0.746902667,0.784974402
heart,LR-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.775988613,0.776758965,0.705369859,0.757391625
heart,LR-Spark,n.a,0.6,0.7,0,0,0,0,0,NaN,0.810227743,0.807458532,0.757637103,0.783452381
heart,RF-Spark,n.a,0.05,0.7,0,0,0,0,0,NaN,0.661304348,0.646359406,0.606336531,0.473382749
heart,RF-Spark,n.a,0.15,0.7,0,0,0,0,0,NaN,0.783941511,0.777505286,0.74805124,0.739450155
heart,RF-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.75813147,0.753087222,0.696136142,0.721382784
heart,RF-Spark,n.a,0.6,0.7,0,0,0,0,0,NaN,0.837318841,0.832935759,0.807079907,0.815675588
heart,NB-Spark,n.a,0.05,0.7,0,0,0,0,0,NaN,0.662828675,0.653718519,0.592021856,0.596562255
heart,NB-Spark,n.a,0.15,0.7,0,0,0,0,0,NaN,0.736309524,0.735302648,0.664946267,0.7129588
heart,NB-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.746309524,0.744199406,0.685748681,0.71494228
heart,NB-Spark,n.a,0.6,0.7,0,0,0,0,0,NaN,0.739880952,0.730949764,0.689852079,0.693516183
wisconsin,DT-Spark,n.a,0.05,0.7,0,0,0,0,0,NaN,0.889476073,0.890270178,0.800450983,0.847337812
wisconsin,DT-Spark,n.a,0.15,0.7,0,0,0,0,0,NaN,0.926409539,0.915063601,0.874783961,0.894636769
wisconsin,DT-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.932407275,0.922574916,0.897058144,0.905529209
wisconsin,DT-Spark,n.a,0.6,0.7,0,0,0,0,0,NaN,0.93597595,0.928340162,0.886105817,0.908551723
wisconsin,LR-Spark,n.a,0.05,0.7,0,0,0,0,0,NaN,0.92964776,0.915212541,0.90687976,0.898593558
wisconsin,LR-Spark,n.a,0.15,0.7,0,0,0,0,0,NaN,0.935350936,0.925455713,0.905321525,0.907985381
wisconsin,LR-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.951795582,0.945679841,0.919521161,0.930962259
wisconsin,LR-Spark,n.a,0.6,0.7,0,0,0,0,0,NaN,0.962647865,0.958963549,0.935923585,0.947929117
wisconsin,RF-Spark,n.a,0.05,0.7,0,0,0,0,0,NaN,0.953766083,0.953449317,0.914962653,0.94000715
wisconsin,RF-Spark,n.a,0.15,0.7,0,0,0,0,0,NaN,0.96783243,0.968411452,0.933784088,0.956661348
wisconsin,RF-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.962273111,0.962712336,0.922916483,0.948451591
wisconsin,RF-Spark,n.a,0.6,0.7,0,0,0,0,0,NaN,0.969215011,0.971763944,0.933347042,0.959208949
wisconsin,NB-Spark,n.a,0.05,0.7,0,0,0,0,0,NaN,0.835855437,0.808092693,0.737618889,0.747852319
wisconsin,NB-Spark,n.a,0.15,0.7,0,0,0,0,0,NaN,0.869099302,0.838666997,0.80771194,0.795151789
wisconsin,NB-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.886076265,0.866688277,0.82090176,0.828804669
wisconsin,NB-Spark,n.a,0.6,0.7,0,0,0,0,0,NaN,0.89478154,0.877268529,0.828706593,0.843426501
POKER,DT-Spark,n.a,0.0001,0.7,0,0,0,0,0,NaN,0.50124924,0.501250518,0.499602238,0.499382754
POKER,DT-Spark,n.a,0.001,0.7,0,0,0,0,0,NaN,0.514969157,0.515118524,0.510550142,0.512226436
POKER,DT-Spark,n.a,0.01,0.7,0,0,0,0,0,NaN,0.541769037,0.541547127,0.538276981,0.489144091
POKER,DT-Spark,n.a,0.05,0.7,0,0,0,0,0,NaN,0.580618342,0.580699401,0.568667802,0.557003593
POKER,DT-Spark,n.a,0.1,0.7,0,0,0,0,0,NaN,0.578951333,0.578738143,0.577180253,0.514702558
POKER,DT-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.587926812,0.587713093,0.573011815,0.577275782
POKER,LR-Spark,n.a,0.0001,0.7,0,0,0,0,0,NaN,0.501352781,0.501033885,0.50003413,0.465506055
POKER,LR-Spark,n.a,0.001,0.7,0,0,0,0,0,NaN,0.498683196,0.498831895,0.49768639,0.461888956
POKER,LR-Spark,n.a,0.01,0.7,0,0,0,0,0,NaN,0.499261011,0.499256114,0.49824739,0.507474786
POKER,LR-Spark,n.a,0.05,0.7,0,0,0,0,0,NaN,0.500265823,0.500068083,0.498810458,0.460549905
POKER,LR-Spark,n.a,0.1,0.7,0,0,0,0,0,NaN,0.502274132,0.502088991,0.500768291,0.427902148
POKER,LR-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.501810716,0.501156402,0.500556107,0.256845999
POKER,RF-Spark,n.a,0.0001,0.7,0,0,0,0,0,NaN,0.505304505,0.505399619,0.502438998,0.551966529
POKER,RF-Spark,n.a,0.001,0.7,0,0,0,0,0,NaN,0.524877932,0.524771357,0.522229954,0.457895174
POKER,RF-Spark,n.a,0.01,0.7,0,0,0,0,0,NaN,0.580603603,0.580390713,0.569920229,0.546348459
POKER,RF-Spark,n.a,0.05,0.7,0,0,0,0,0,NaN,0.687996535,0.68781584,0.67362763,0.66611656
POKER,RF-Spark,n.a,0.1,0.7,0,0,0,0,0,NaN,0.716603676,0.71646901,0.708152814,0.694322946
POKER,RF-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.734107993,0.73394267,0.729380169,0.710308564
POKER,NB-Spark,n.a,0.0001,0.7,0,0,0,0,0,NaN,0.501278632,0.501047715,0.500026665,0.476144118
POKER,NB-Spark,n.a,0.001,0.7,0,0,0,0,0,NaN,0.497359479,0.497514535,0.496847044,0.479865354
POKER,NB-Spark,n.a,0.01,0.7,0,0,0,0,0,NaN,0.49934038,0.499328731,0.498254669,0.505903659
POKER,NB-Spark,n.a,0.05,0.7,0,0,0,0,0,NaN,0.500874418,0.500733973,0.499428928,0.470937837
POKER,NB-Spark,n.a,0.1,0.7,0,0,0,0,0,NaN,0.502493987,0.502380237,0.500766472,0.457161121
POKER,NB-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.501807685,0.501265609,0.499549301,0.356624924
TXNY,DT-Spark,n.a,0.0001,0.7,0,0,0,0,0,NaN,0.710583657,0.719659951,0.527661678,0.635792762
TXNY,DT-Spark,n.a,0.001,0.7,0,0,0,0,0,NaN,0.818268873,0.785534361,0.689181303,0.716872187
TXNY,DT-Spark,n.a,0.01,0.7,0,0,0,0,0,NaN,0.843981222,0.809505577,0.738440183,0.7517806
TXNY,DT-Spark,n.a,0.05,0.7,0,0,0,0,0,NaN,0.846329921,0.812180968,0.742025155,0.755647168
TXNY,DT-Spark,n.a,0.1,0.7,0,0,0,0,0,NaN,0.846557169,0.810071966,0.745910434,0.753575835
TXNY,DT-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.846070888,0.807924906,0.747586422,0.751130388
TXNY,LR-Spark,n.a,0.0001,0.7,0,0,0,0,0,NaN,0.82016103,0.782608404,0.696632625,0.713908446
TXNY,LR-Spark,n.a,0.001,0.7,0,0,0,0,0,NaN,0.832006867,0.782041962,0.738085553,0.715791774
TXNY,LR-Spark,n.a,0.01,0.7,0,0,0,0,0,NaN,0.83342776,0.78307302,0.741907217,0.717493265
TXNY,LR-Spark,n.a,0.05,0.7,0,0,0,0,0,NaN,0.833420291,0.782777264,0.742389088,0.717123781
TXNY,LR-Spark,n.a,0.1,0.7,0,0,0,0,0,NaN,0.833469016,0.782808264,0.742531893,0.717170984
TXNY,LR-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.833387397,0.782425179,0.742930683,0.716654766
TXNY,RF-Spark,n.a,0.0001,0.7,0,0,0,0,0,NaN,0.746992306,0.758194722,0.569425881,0.678927267
TXNY,RF-Spark,n.a,0.001,0.7,0,0,0,0,0,NaN,0.836063787,0.797926959,0.727172278,0.736344233
TXNY,RF-Spark,n.a,0.01,0.7,0,0,0,0,0,NaN,0.841662271,0.800860763,0.74266186,0.741634163
TXNY,RF-Spark,n.a,0.05,0.7,0,0,0,0,0,NaN,0.842479118,0.801349477,0.744727016,0.742518381
TXNY,RF-Spark,n.a,0.1,0.7,0,0,0,0,0,NaN,0.84247325,0.806350156,0.73675356,0.748114002
TXNY,RF-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.843364514,0.804652295,0.742793857,0.746534244
TXNY,NB-Spark,n.a,0.0001,0.7,0,0,0,0,0,NaN,0.757955133,0.71557812,0.597500167,0.620780474
TXNY,NB-Spark,n.a,0.001,0.7,0,0,0,0,0,NaN,0.797810617,0.740384513,0.677457791,0.652594535
TXNY,NB-Spark,n.a,0.01,0.7,0,0,0,0,0,NaN,0.800823588,0.744899175,0.681347018,0.659633677
TXNY,NB-Spark,n.a,0.05,0.7,0,0,0,0,0,NaN,0.801298101,0.745877334,0.681573628,0.661153425
TXNY,NB-Spark,n.a,0.1,0.7,0,0,0,0,0,NaN,0.801268518,0.745625009,0.68183601,0.6607545
TXNY,NB-Spark,n.a,0.3,0.7,0,0,0,0,0,NaN,0.801195157,0.74539918,0.681906997,0.66040644
coil2000,DT-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.913024496,0.519188814,0.088116303,0.081360037
coil2000,DT-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.927322935,0.511393772,0.097570204,0.059694546
coil2000,DT-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.930264321,0.505195312,0.085292012,0.036495767
coil2000,DT-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.934723201,0.503596773,0.102172909,0.024540994
coil2000,LR-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.873436489,0.520623566,0.078634549,0.101389182
coil2000,LR-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.929965777,0.515597081,0.1179283,0.070569483
coil2000,LR-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.93679085,0.510906114,0.15135745,0.049010007
coil2000,LR-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.938512467,0.503999445,0.13010899,0.020059398
coil2000,RF-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.939435392,0.499513668,0.029825167,0
coil2000,RF-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.940049787,0.5012476,0.087450858,0.005813953
coil2000,RF-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.940349667,0.5,0.059650333,0
coil2000,RF-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.940449627,0.500757576,0.177111228,0.003012048
coil2000,NB-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.77905729,0.612700402,0.102798534,0.186902754
coil2000,NB-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.752834242,0.617402559,0.099214005,0.182358396
coil2000,NB-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.755932771,0.623361124,0.101819594,0.187087179
coil2000,NB-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.757110546,0.625637468,0.103022246,0.189170267
sonar,DT-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.4808464,0.511203957,0.485236966,0.49141519
sonar,DT-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.638408374,0.652562827,0.627643156,0.621320314
sonar,DT-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.639340536,0.668130456,0.630685397,0.602266563
sonar,DT-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.699411394,0.700527455,0.694024243,0.626801802
sonar,LR-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.521436226,0.553612176,0.516013,0.531631441
sonar,LR-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.65950917,0.676539861,0.647090401,0.650621625
sonar,LR-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.720025311,0.72187216,0.682573886,0.675722859
sonar,LR-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.751163604,0.750045659,0.710632726,0.708374503
sonar,RF-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.504254993,0.554555167,0.51965466,0.431723145
sonar,RF-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.661122431,0.684813939,0.685709771,0.615027829
sonar,RF-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.684020467,0.711622396,0.696434889,0.625597047
sonar,RF-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.755684807,0.761340286,0.756543846,0.713248714
sonar,NB-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.446721453,0.515662502,0.482993718,0.359928629
sonar,NB-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.48129243,0.533372935,0.512072925,0.47394958
sonar,NB-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.585772102,0.638090107,0.612043888,0.538068182
sonar,NB-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.658383536,0.684072792,0.660253152,0.602336592
spectfheart,DT-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.740738672,0.498346561,0.210953937,0.099230769
spectfheart,DT-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.687653881,0.540757842,0.256063248,0.269460134
spectfheart,DT-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.727637324,0.580971227,0.315207285,0.337271967
spectfheart,DT-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.742481555,0.633581576,0.358015055,0.418325653
spectfheart,LR-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.431005025,0.49239418,0.205339759,0.24327169
spectfheart,LR-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.723272094,0.610080619,0.313376308,0.380654762
spectfheart,LR-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.715117245,0.573785289,0.285855935,0.322630495
spectfheart,LR-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.703246634,0.614328369,0.308094688,0.386206897
spectfheart,RF-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.790896235,0.511904762,0.244818051,0.055555556
spectfheart,RF-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.772918436,0.538510101,0.26201268,0.139588101
spectfheart,RF-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.811833561,0.582707196,0.455784961,0.288585434
spectfheart,RF-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.833473739,0.639202206,0.563383702,0.405555556
spectfheart,NB-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.717892033,0.545965608,0.243820151,0.195681511
spectfheart,NB-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.610817065,0.650956371,0.296519664,0.42029968
spectfheart,NB-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.6826074,0.664947147,0.326905652,0.447042147
spectfheart,NB-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.638497159,0.668322658,0.315750253,0.452247536
heart,DT-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.616462215,0.616367496,0.536687275,0.545930845
heart,DT-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.711293996,0.715482651,0.637662416,0.688290798
heart,DT-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.682150621,0.68629301,0.608933188,0.660075513
heart,DT-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.745119048,0.738776248,0.692774211,0.702686025
heart,LR-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.744666149,0.730539885,0.747909139,0.625696061
heart,LR-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.806187888,0.804248651,0.746902667,0.784974402
heart,LR-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.775988613,0.776758965,0.705369859,0.757391625
heart,LR-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.810227743,0.807458532,0.757637103,0.783452381
heart,RF-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.661304348,0.646359406,0.606336531,0.473382749
heart,RF-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.783941511,0.777505286,0.74805124,0.739450155
heart,RF-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.75813147,0.753087222,0.696136142,0.721382784
heart,RF-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.837318841,0.832935759,0.807079907,0.815675588
heart,NB-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.662828675,0.653718519,0.592021856,0.596562255
heart,NB-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.736309524,0.735302648,0.664946267,0.7129588
heart,NB-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.746309524,0.744199406,0.685748681,0.71494228
heart,NB-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.739880952,0.730949764,0.689852079,0.693516183
wisconsin,DT-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.889476073,0.890270178,0.800450983,0.847337812
wisconsin,DT-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.926409539,0.915063601,0.874783961,0.894636769
wisconsin,DT-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.932407275,0.922574916,0.897058144,0.905529209
wisconsin,DT-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.93597595,0.928340162,0.886105817,0.908551723
wisconsin,LR-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.92964776,0.915212541,0.90687976,0.898593558
wisconsin,LR-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.935350936,0.925455713,0.905321525,0.907985381
wisconsin,LR-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.951795582,0.945679841,0.919521161,0.930962259
wisconsin,LR-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.962647865,0.958963549,0.935923585,0.947929117
wisconsin,RF-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.953766083,0.953449317,0.914962653,0.94000715
wisconsin,RF-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.96783243,0.968411452,0.933784088,0.956661348
wisconsin,RF-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.962273111,0.962712336,0.922916483,0.948451591
wisconsin,RF-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.969215011,0.971763944,0.933347042,0.959208949
wisconsin,NB-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.835855437,0.808092693,0.737618889,0.747852319
wisconsin,NB-Spark,n.a,0.15,0.8,0,0,0,0,0,NaN,0.869099302,0.838666997,0.80771194,0.795151789
wisconsin,NB-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.886076265,0.866688277,0.82090176,0.828804669
wisconsin,NB-Spark,n.a,0.6,0.8,0,0,0,0,0,NaN,0.89478154,0.877268529,0.828706593,0.843426501
POKER,DT-Spark,n.a,0.0001,0.8,0,0,0,0,0,NaN,0.50124924,0.501250518,0.499602238,0.499382754
POKER,DT-Spark,n.a,0.001,0.8,0,0,0,0,0,NaN,0.514969157,0.515118524,0.510550142,0.512226436
POKER,DT-Spark,n.a,0.01,0.8,0,0,0,0,0,NaN,0.541769037,0.541547127,0.538276981,0.489144091
POKER,DT-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.580618342,0.580699401,0.568667802,0.557003593
POKER,DT-Spark,n.a,0.1,0.8,0,0,0,0,0,NaN,0.578951333,0.578738143,0.577180253,0.514702558
POKER,DT-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.587926812,0.587713093,0.573011815,0.577275782
POKER,LR-Spark,n.a,0.0001,0.8,0,0,0,0,0,NaN,0.501352781,0.501033885,0.50003413,0.465506055
POKER,LR-Spark,n.a,0.001,0.8,0,0,0,0,0,NaN,0.498683196,0.498831895,0.49768639,0.461888956
POKER,LR-Spark,n.a,0.01,0.8,0,0,0,0,0,NaN,0.499261011,0.499256114,0.49824739,0.507474786
POKER,LR-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.500265823,0.500068083,0.498810458,0.460549905
POKER,LR-Spark,n.a,0.1,0.8,0,0,0,0,0,NaN,0.502274132,0.502088991,0.500768291,0.427902148
POKER,LR-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.501810716,0.501156402,0.500556107,0.256845999
POKER,RF-Spark,n.a,0.0001,0.8,0,0,0,0,0,NaN,0.505304505,0.505399619,0.502438998,0.551966529
POKER,RF-Spark,n.a,0.001,0.8,0,0,0,0,0,NaN,0.524877932,0.524771357,0.522229954,0.457895174
POKER,RF-Spark,n.a,0.01,0.8,0,0,0,0,0,NaN,0.580603603,0.580390713,0.569920229,0.546348459
POKER,RF-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.687996535,0.68781584,0.67362763,0.66611656
POKER,RF-Spark,n.a,0.1,0.8,0,0,0,0,0,NaN,0.716603676,0.71646901,0.708152814,0.694322946
POKER,RF-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.734107993,0.73394267,0.729380169,0.710308564
POKER,NB-Spark,n.a,0.0001,0.8,0,0,0,0,0,NaN,0.501278632,0.501047715,0.500026665,0.476144118
POKER,NB-Spark,n.a,0.001,0.8,0,0,0,0,0,NaN,0.497359479,0.497514535,0.496847044,0.479865354
POKER,NB-Spark,n.a,0.01,0.8,0,0,0,0,0,NaN,0.49934038,0.499328731,0.498254669,0.505903659
POKER,NB-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.500874418,0.500733973,0.499428928,0.470937837
POKER,NB-Spark,n.a,0.1,0.8,0,0,0,0,0,NaN,0.502493987,0.502380237,0.500766472,0.457161121
POKER,NB-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.501807685,0.501265609,0.499549301,0.356624924
TXNY,DT-Spark,n.a,0.0001,0.8,0,0,0,0,0,NaN,0.710583657,0.719659951,0.527661678,0.635792762
TXNY,DT-Spark,n.a,0.001,0.8,0,0,0,0,0,NaN,0.818268873,0.785534361,0.689181303,0.716872187
TXNY,DT-Spark,n.a,0.01,0.8,0,0,0,0,0,NaN,0.843981222,0.809505577,0.738440183,0.7517806
TXNY,DT-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.846329921,0.812180968,0.742025155,0.755647168
TXNY,DT-Spark,n.a,0.1,0.8,0,0,0,0,0,NaN,0.846557169,0.810071966,0.745910434,0.753575835
TXNY,DT-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.846070888,0.807924906,0.747586422,0.751130388
TXNY,LR-Spark,n.a,0.0001,0.8,0,0,0,0,0,NaN,0.82016103,0.782608404,0.696632625,0.713908446
TXNY,LR-Spark,n.a,0.001,0.8,0,0,0,0,0,NaN,0.832006867,0.782041962,0.738085553,0.715791774
TXNY,LR-Spark,n.a,0.01,0.8,0,0,0,0,0,NaN,0.83342776,0.78307302,0.741907217,0.717493265
TXNY,LR-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.833420291,0.782777264,0.742389088,0.717123781
TXNY,LR-Spark,n.a,0.1,0.8,0,0,0,0,0,NaN,0.833469016,0.782808264,0.742531893,0.717170984
TXNY,LR-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.833387397,0.782425179,0.742930683,0.716654766
TXNY,RF-Spark,n.a,0.0001,0.8,0,0,0,0,0,NaN,0.746992306,0.758194722,0.569425881,0.678927267
TXNY,RF-Spark,n.a,0.001,0.8,0,0,0,0,0,NaN,0.836063787,0.797926959,0.727172278,0.736344233
TXNY,RF-Spark,n.a,0.01,0.8,0,0,0,0,0,NaN,0.841662271,0.800860763,0.74266186,0.741634163
TXNY,RF-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.842479118,0.801349477,0.744727016,0.742518381
TXNY,RF-Spark,n.a,0.1,0.8,0,0,0,0,0,NaN,0.84247325,0.806350156,0.73675356,0.748114002
TXNY,RF-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.843364514,0.804652295,0.742793857,0.746534244
TXNY,NB-Spark,n.a,0.0001,0.8,0,0,0,0,0,NaN,0.757955133,0.71557812,0.597500167,0.620780474
TXNY,NB-Spark,n.a,0.001,0.8,0,0,0,0,0,NaN,0.797810617,0.740384513,0.677457791,0.652594535
TXNY,NB-Spark,n.a,0.01,0.8,0,0,0,0,0,NaN,0.800823588,0.744899175,0.681347018,0.659633677
TXNY,NB-Spark,n.a,0.05,0.8,0,0,0,0,0,NaN,0.801298101,0.745877334,0.681573628,0.661153425
TXNY,NB-Spark,n.a,0.1,0.8,0,0,0,0,0,NaN,0.801268518,0.745625009,0.68183601,0.6607545
TXNY,NB-Spark,n.a,0.3,0.8,0,0,0,0,0,NaN,0.801195157,0.74539918,0.681906997,0.66040644
coil2000,DT-Spark,n.a,0.05,0.95,0,0,0,0,0,NaN,0.913024496,0.519188814,0.088116303,0.081360037
coil2000,DT-Spark,n.a,0.15,0.95,0,0,0,0,0,NaN,0.927322935,0.511393772,0.097570204,0.059694546
coil2000,DT-Spark,n.a,0.3,0.95,0,0,0,0,0,NaN,0.930264321,0.505195312,0.085292012,0.036495767
coil2000,DT-Spark,n.a,0.6,0.95,0,0,0,0,0,NaN,0.934723201,0.503596773,0.102172909,0.024540994
coil2000,LR-Spark,n.a,0.05,0.95,0,0,0,0,0,NaN,0.873436489,0.520623566,0.078634549,0.101389182
coil2000,LR-Spark,n.a,0.15,0.95,0,0,0,0,0,NaN,0.929965777,0.515597081,0.1179283,0.070569483
coil2000,LR-Spark,n.a,0.3,0.95,0,0,0,0,0,NaN,0.93679085,0.510906114,0.15135745,0.049010007
coil2000,LR-Spark,n.a,0.6,0.95,0,0,0,0,0,NaN,0.938512467,0.503999445,0.13010899,0.020059398
coil2000,RF-Spark,n.a,0.05,0.95,0,0,0,0,0,NaN,0.939435392,0.499513668,0.029825167,0
coil2000,RF-Spark,n.a,0.15,0.95,0,0,0,0,0,NaN,0.940049787,0.5012476,0.087450858,0.005813953
coil2000,RF-Spark,n.a,0.3,0.95,0,0,0,0,0,NaN,0.940349667,0.5,0.059650333,0
coil2000,RF-Spark,n.a,0.6,0.95,0,0,0,0,0,NaN,0.940449627,0.500757576,0.177111228,0.003012048
coil2000,NB-Spark,n.a,0.05,0.95,0,0,0,0,0,NaN,0.77905729,0.612700402,0.102798534,0.186902754
coil2000,NB-Spark,n.a,0.15,0.95,0,0,0,0,0,NaN,0.752834242,0.617402559,0.099214005,0.182358396
coil2000,NB-Spark,n.a,0.3,0.95,0,0,0,0,0,NaN,0.755932771,0.623361124,0.101819594,0.187087179
coil2000,NB-Spark,n.a,0.6,0.95,0,0,0,0,0,NaN,0.757110546,0.625637468,0.103022246,0.189170267
sonar,DT-Spark,n.a,0.05,0.95,0,0,0,0,0,NaN,0.4808464,0.511203957,0.485236966,0.49141519
sonar,DT-Spark,n.a,0.15,0.95,0,0,0,0,0,NaN,0.638408374,0.652562827,0.627643156,0.621320314
sonar,DT-Spark,n.a,0.3,0.95,0,0,0,0,0,NaN,0.639340536,0.668130456,0.630685397,0.602266563
sonar,DT-Spark,n.a,0.6,0.95,0,0,0,0,0,NaN,0.699411394,0.700527455,0.694024243,0.626801802
sonar,LR-Spark,n.a,0.05,0.95,0,0,0,0,0,NaN,0.521436226,0.553612176,0.516013,0.531631441
sonar,LR-Spark,n.a,0.15,0.95,0,0,0,0,0,NaN,0.65950917,0.676539861,0.647090401,0.650621625
