data,classifier,criterion,percentageLabeled,thresholdOrKBest,iteration,LabeledInitial,UnLabeledInitial,LabeledFinal,UnLabeledFinal,percentageLabeledFinal,accuracy,AUC,PR,F1score
spectfheart,CT-NB-Spark,threshold,0.15,0.8,2,31,169,199,1,0.99408284,0.521084315,0.644581271,0.283301185,0.423603407
spectfheart,CT-NB-Spark,threshold,0.15,0.9,2,31,169,196,3,0.982248521,0.51045956,0.637880163,0.278377875,0.417953257
spectfheart,CT-NB-Spark,threshold,0.15,0.95,2,31,169,195,5,0.970414201,0.515764943,0.653378816,0.287831083,0.433691756
spectfheart,CT-NB-Spark,threshold,0.3,0.7,2,63,136,199,1,0.992647059,0.614617792,0.68600836,0.317170149,0.464736013
spectfheart,CT-NB-Spark,threshold,0.3,0.8,3,63,136,197,3,0.977941176,0.614617792,0.68600836,0.317170149,0.464736013
spectfheart,CT-NB-Spark,threshold,0.3,0.9,4,63,136,194,6,0.955882353,0.610941321,0.689147554,0.317489246,0.466483934
spectfheart,CT-NB-Spark,threshold,0.3,0.95,5,63,136,190,10,0.926470588,0.607371415,0.693359145,0.318787969,0.469416728
spectfheart,CT-NB-Spark,threshold,0.6,0.7,3,122,77,197,2,0.974025974,0.618294262,0.688323174,0.31965296,0.467395587
spectfheart,CT-NB-Spark,threshold,0.6,0.8,4,122,77,196,4,0.948051948,0.625295829,0.698119801,0.326012571,0.475979733
spectfheart,CT-NB-Spark,threshold,0.6,0.9,5,122,77,192,7,0.909090909,0.625295829,0.698119801,0.326012571,0.475979733
spectfheart,CT-NB-Spark,threshold,0.6,0.95,5,122,77,188,11,0.857142857,0.6289723,0.700434616,0.328650558,0.478754941
heart,CT-DT-Spark,threshold,0.05,0.7,1,7,195,202,0,1,0.581780538,0.580944086,0.521007096,0.448202421
heart,CT-DT-Spark,threshold,0.05,0.8,1,7,195,202,0,1,0.581780538,0.580944086,0.521007096,0.448202421
heart,CT-DT-Spark,threshold,0.05,0.9,1,7,195,202,0,1,0.581780538,0.580944086,0.521007096,0.448202421
heart,CT-DT-Spark,threshold,0.05,0.95,1,7,195,202,0,1,0.581780538,0.580944086,0.521007096,0.448202421
heart,CT-DT-Spark,threshold,0.15,0.7,1,32,170,202,0,1,0.731485507,0.734432281,0.659345231,0.715597923
heart,CT-DT-Spark,threshold,0.15,0.8,1,32,170,202,0,1,0.731485507,0.734432281,0.659345231,0.715597923
heart,CT-DT-Spark,threshold,0.15,0.9,1,32,170,202,0,1,0.731485507,0.734432281,0.659345231,0.715597923
heart,CT-DT-Spark,threshold,0.15,0.95,1,32,170,202,0,1,0.731485507,0.734432281,0.659345231,0.715597923
heart,CT-DT-Spark,threshold,0.3,0.7,1,64,138,202,0,1,0.715341615,0.712435847,0.660636489,0.670855615
heart,CT-DT-Spark,threshold,0.3,0.8,1,64,138,202,0,1,0.715341615,0.712435847,0.660636489,0.670855615
heart,CT-DT-Spark,threshold,0.3,0.9,1,64,138,202,0,1,0.715341615,0.712435847,0.660636489,0.670855615
heart,CT-DT-Spark,threshold,0.3,0.95,1,64,138,202,0,1,0.715341615,0.712435847,0.660636489,0.670855615
heart,CT-DT-Spark,threshold,0.6,0.7,1,124,77,202,0,1,0.725059524,0.724786714,0.653086721,0.693549003
heart,CT-DT-Spark,threshold,0.6,0.8,1,124,77,202,0,1,0.725059524,0.724786714,0.653086721,0.693549003
heart,CT-DT-Spark,threshold,0.6,0.9,1,124,77,202,0,1,0.725059524,0.722305325,0.660324455,0.687681989
heart,CT-DT-Spark,threshold,0.6,0.95,1,124,77,201,0,1,0.735059524,0.729027709,0.671671839,0.690542401
heart,CT-LR-Spark,threshold,0.05,0.7,1,7,195,201,1,0.994871795,0.640085404,0.655931882,0.605737557,0.689760925
heart,CT-LR-Spark,threshold,0.05,0.8,1,7,195,201,1,0.994871795,0.640137164,0.656066291,0.605520322,0.687622022
heart,CT-LR-Spark,threshold,0.05,0.9,1,7,195,200,2,0.98974359,0.64680383,0.662841783,0.61237573,0.694382657
heart,CT-LR-Spark,threshold,0.05,0.95,1,7,195,198,3,0.984615385,0.668649068,0.684592745,0.635254512,0.718765921
heart,CT-LR-Spark,threshold,0.15,0.7,2,32,170,202,0,1,0.809334886,0.811555762,0.743234211,0.794567348
heart,CT-LR-Spark,threshold,0.15,0.8,2,32,170,202,0,1,0.812958075,0.814760891,0.748049026,0.797597651
heart,CT-LR-Spark,threshold,0.15,0.9,2,32,170,202,0,1,0.798517081,0.800017301,0.73079697,0.78164143
heart,CT-LR-Spark,threshold,0.15,0.95,2,32,170,201,1,0.994117647,0.805711698,0.807389096,0.740217763,0.789905344
heart,CT-LR-Spark,threshold,0.3,0.7,1,64,138,202,0,1,0.802950311,0.80580543,0.735639949,0.785746871
heart,CT-LR-Spark,threshold,0.3,0.8,1,64,138,201,0,1,0.798486025,0.8011758,0.732400711,0.77942034
heart,CT-LR-Spark,threshold,0.3,0.9,1,64,138,201,1,0.992753623,0.798486025,0.8011758,0.732400711,0.77942034
heart,CT-LR-Spark,threshold,0.3,0.95,1,64,138,201,1,0.992753623,0.795152692,0.796345746,0.73316674,0.773500309
heart,CT-LR-Spark,threshold,0.6,0.7,2,124,77,199,3,0.961038961,0.800199275,0.799439793,0.742527192,0.778274625
heart,CT-LR-Spark,threshold,0.6,0.8,4,124,77,194,7,0.909090909,0.807104037,0.807378301,0.748161072,0.787537718
heart,CT-LR-Spark,threshold,0.6,0.9,4,124,77,188,14,0.818181818,0.807104037,0.805417489,0.751585817,0.783547414
heart,CT-LR-Spark,threshold,0.6,0.95,4,124,77,182,19,0.753246753,0.807104037,0.804418216,0.753928345,0.781715912
heart,CT-RF-Spark,threshold,0.05,0.7,2,7,195,154,48,0.753846154,0.598744824,0.585589415,0.610026606,0.350526573
heart,CT-RF-Spark,threshold,0.05,0.8,3,7,195,102,100,0.487179487,0.635292443,0.612711396,0.556132168,0.333200848
heart,CT-RF-Spark,threshold,0.05,0.9,3,7,195,71,131,0.328205128,0.635292443,0.607748617,0.597088389,0.298510049
heart,CT-RF-Spark,threshold,0.05,0.95,3,7,195,54,147,0.246153846,0.663863872,0.643315201,0.589772721,0.377764128
heart,CT-RF-Spark,threshold,0.15,0.7,5,32,170,188,14,0.917647059,0.784156315,0.784239503,0.725925331,0.758197798
heart,CT-RF-Spark,threshold,0.15,0.8,5,32,170,152,49,0.711764706,0.739730849,0.737122252,0.682753266,0.700754336
heart,CT-RF-Spark,threshold,0.15,0.9,5,32,170,108,94,0.447058824,0.756480331,0.753059179,0.704845175,0.711767987
heart,CT-RF-Spark,threshold,0.15,0.95,5,32,170,48,154,0.094117647,0.79621118,0.792895287,0.747598496,0.763188609
heart,CT-RF-Spark,threshold,0.3,0.7,4,64,138,188,14,0.898550725,0.782631988,0.782294168,0.728846251,0.753074444
heart,CT-RF-Spark,threshold,0.3,0.8,5,64,138,159,43,0.688405797,0.799648033,0.798351177,0.744492912,0.774853885
heart,CT-RF-Spark,threshold,0.3,0.9,5,64,138,116,86,0.376811594,0.774834369,0.777250439,0.706549292,0.754124988
heart,CT-RF-Spark,threshold,0.3,0.95,5,64,138,96,106,0.231884058,0.829572981,0.829841354,0.774436835,0.81150154
heart,CT-RF-Spark,threshold,0.6,0.7,5,124,77,190,12,0.844155844,0.825481366,0.816510569,0.80393357,0.790235451
heart,CT-RF-Spark,threshold,0.6,0.8,5,124,77,175,27,0.649350649,0.830414079,0.823863569,0.801837971,0.803520359
heart,CT-RF-Spark,threshold,0.6,0.9,5,124,77,154,48,0.376623377,0.808442029,0.803966031,0.761566681,0.779412254
heart,CT-RF-Spark,threshold,0.6,0.95,5,124,77,141,61,0.207792208,0.847168737,0.84126307,0.818581778,0.823688051
heart,CT-NB-Spark,threshold,0.05,0.7,1,7,195,199,3,0.984615385,0.691889234,0.67991448,0.634423666,0.623535623
heart,CT-NB-Spark,threshold,0.05,0.8,1,7,195,196,6,0.969230769,0.691889234,0.67991448,0.634423666,0.623535623
heart,CT-NB-Spark,threshold,0.05,0.9,1,7,195,195,6,0.969230769,0.691889234,0.67991448,0.634423666,0.623535623
heart,CT-NB-Spark,threshold,0.05,0.95,2,7,195,193,8,0.958974359,0.691889234,0.67991448,0.634423666,0.623535623
heart,CT-NB-Spark,threshold,0.15,0.7,2,32,170,199,2,0.988235294,0.691674431,0.68450652,0.626647535,0.648008059
heart,CT-NB-Spark,threshold,0.15,0.8,2,32,170,200,2,0.988235294,0.68119824,0.676150825,0.61137164,0.643087121
heart,CT-NB-Spark,threshold,0.15,0.9,3,32,170,200,2,0.988235294,0.68119824,0.676150825,0.61137164,0.643087121
heart,CT-NB-Spark,threshold,0.15,0.95,3,32,170,199,3,0.982352941,0.68119824,0.676150825,0.61137164,0.643087121
heart,CT-NB-Spark,threshold,0.3,0.7,2,64,138,202,0,1,0.710892857,0.702788545,0.653383043,0.662263069
heart,CT-NB-Spark,threshold,0.3,0.8,2,64,138,200,1,0.992753623,0.707559524,0.699881568,0.647133043,0.659238266
heart,CT-NB-Spark,threshold,0.3,0.9,4,64,138,199,3,0.97826087,0.70422619,0.696974592,0.641346006,0.656315998
heart,CT-NB-Spark,threshold,0.3,0.95,4,64,138,197,4,0.971014493,0.700892857,0.694067615,0.635972329,0.653491139
heart,CT-NB-Spark,threshold,0.6,0.7,2,124,77,200,1,0.987012987,0.714412526,0.703071323,0.665015347,0.655780494
heart,CT-NB-Spark,threshold,0.6,0.8,2,124,77,200,2,0.974025974,0.711079193,0.700164346,0.658158179,0.652696078
heart,CT-NB-Spark,threshold,0.6,0.9,4,124,77,198,4,0.948051948,0.711079193,0.700164346,0.658158179,0.652696078
heart,CT-NB-Spark,threshold,0.6,0.95,4,124,77,196,6,0.922077922,0.707507764,0.696959218,0.652754027,0.649690614
wisconsin,CT-DT-Spark,threshold,0.05,0.7,1,27,485,512,0,1,0.901224554,0.878763821,0.853955235,0.854110723
wisconsin,CT-DT-Spark,threshold,0.05,0.8,1,27,485,512,0,1,0.901224554,0.878763821,0.853955235,0.854110723
wisconsin,CT-DT-Spark,threshold,0.05,0.9,1,27,485,512,0,1,0.901224554,0.878763821,0.853955235,0.854110723
wisconsin,CT-DT-Spark,threshold,0.05,0.95,1,27,485,512,0,1,0.901224554,0.878763821,0.853955235,0.854110723
wisconsin,CT-DT-Spark,threshold,0.15,0.7,1,78,433,512,0,1,0.911989399,0.900682908,0.847891747,0.877001232
wisconsin,CT-DT-Spark,threshold,0.15,0.8,1,78,433,512,0,1,0.911989399,0.900682908,0.847891747,0.877001232
wisconsin,CT-DT-Spark,threshold,0.15,0.9,1,78,433,512,0,1,0.911989399,0.900682908,0.847891747,0.877001232
wisconsin,CT-DT-Spark,threshold,0.15,0.95,1,78,433,512,0,1,0.911989399,0.900682908,0.847891747,0.877001232
wisconsin,CT-DT-Spark,threshold,0.3,0.7,1,160,351,510,2,0.994301994,0.92367621,0.91032646,0.881683166,0.888571906
wisconsin,CT-DT-Spark,threshold,0.3,0.8,1,160,351,510,2,0.994301994,0.92367621,0.91032646,0.881683166,0.888571906
wisconsin,CT-DT-Spark,threshold,0.3,0.9,1,160,351,510,2,0.994301994,0.92367621,0.91032646,0.881683166,0.888571906
wisconsin,CT-DT-Spark,threshold,0.3,0.95,1,160,351,510,2,0.994301994,0.92367621,0.91032646,0.881683166,0.888571906
wisconsin,CT-DT-Spark,threshold,0.6,0.7,1,321,191,512,0,1,0.954198074,0.948686323,0.915071545,0.933346162
wisconsin,CT-DT-Spark,threshold,0.6,0.8,1,321,191,511,1,0.994764398,0.955618529,0.951345897,0.917147405,0.936337615
wisconsin,CT-DT-Spark,threshold,0.6,0.9,1,321,191,511,1,0.994764398,0.955618529,0.951345897,0.917147405,0.936337615
wisconsin,CT-DT-Spark,threshold,0.6,0.95,1,321,191,510,1,0.994764398,0.955618529,0.951345897,0.917147405,0.936337615
wisconsin,CT-LR-Spark,threshold,0.05,0.7,1,27,485,510,1,0.997938144,0.87012486,0.816430069,0.865001535,0.774446258
wisconsin,CT-LR-Spark,threshold,0.05,0.8,1,27,485,510,1,0.997938144,0.870461739,0.817598461,0.861969687,0.775797067
wisconsin,CT-LR-Spark,threshold,0.05,0.9,2,27,485,510,2,0.995876289,0.871551356,0.818809111,0.863047201,0.777273782
wisconsin,CT-LR-Spark,threshold,0.05,0.95,3,27,485,509,2,0.995876289,0.873964719,0.824754164,0.861617608,0.785402206
wisconsin,CT-LR-Spark,threshold,0.15,0.7,1,78,433,511,1,0.997690531,0.90576801,0.877194159,0.88665153,0.852916513
wisconsin,CT-LR-Spark,threshold,0.15,0.8,1,78,433,510,2,0.995381062,0.907188464,0.878163151,0.891964789,0.855475814
wisconsin,CT-LR-Spark,threshold,0.15,0.9,2,78,433,510,2,0.995381062,0.915348523,0.891058057,0.901664789,0.871809846
wisconsin,CT-LR-Spark,threshold,0.15,0.95,2,78,433,510,2,0.995381062,0.918098764,0.894742222,0.907583781,0.876414919
wisconsin,CT-LR-Spark,threshold,0.3,0.7,1,160,351,510,1,0.997150997,0.942052665,0.930715748,0.926612725,0.916717435
wisconsin,CT-LR-Spark,threshold,0.3,0.8,1,160,351,510,2,0.994301994,0.942052665,0.930715748,0.926612725,0.916717435
wisconsin,CT-LR-Spark,threshold,0.3,0.9,1,160,351,509,3,0.991452991,0.941865288,0.931183256,0.923064242,0.916851423
wisconsin,CT-LR-Spark,threshold,0.3,0.95,2,160,351,510,1,0.997150997,0.940535501,0.930158666,0.919783755,0.91511013
wisconsin,CT-LR-Spark,threshold,0.6,0.7,2,321,191,510,1,0.994764398,0.960981198,0.956770566,0.934463579,0.945718684
wisconsin,CT-LR-Spark,threshold,0.6,0.8,2,321,191,509,2,0.989528796,0.960981198,0.956770566,0.934463579,0.945718684
wisconsin,CT-LR-Spark,threshold,0.6,0.9,2,321,191,507,5,0.97382199,0.959314531,0.95542648,0.930543468,0.943655613
wisconsin,CT-LR-Spark,threshold,0.6,0.95,2,321,191,504,7,0.963350785,0.960981198,0.957619463,0.932030142,0.945864797
wisconsin,CT-RF-Spark,threshold,0.05,0.7,5,27,485,506,5,0.989690722,0.964554701,0.961812157,0.939302661,0.950487106
wisconsin,CT-RF-Spark,threshold,0.05,0.8,5,27,485,491,20,0.958762887,0.953729027,0.947689745,0.922927134,0.932691921
wisconsin,CT-RF-Spark,threshold,0.05,0.9,5,27,485,429,83,0.828865979,0.947976685,0.941390071,0.907913663,0.924844901
wisconsin,CT-RF-Spark,threshold,0.05,0.95,5,27,485,343,169,0.651546392,0.944119095,0.939170908,0.899880695,0.920243395
wisconsin,CT-RF-Spark,threshold,0.15,0.7,5,78,433,502,9,0.979214781,0.965023353,0.967265849,0.926341961,0.953128045
wisconsin,CT-RF-Spark,threshold,0.15,0.8,5,78,433,491,21,0.951501155,0.962572117,0.964594099,0.919507483,0.948992366
wisconsin,CT-RF-Spark,threshold,0.15,0.9,5,78,433,461,51,0.88221709,0.961391832,0.959188533,0.924205596,0.945923325
wisconsin,CT-RF-Spark,threshold,0.15,0.95,5,78,433,413,98,0.773672055,0.956654957,0.954733875,0.916750189,0.940846867
wisconsin,CT-RF-Spark,threshold,0.3,0.7,4,160,351,503,8,0.977207977,0.969557932,0.972596477,0.931195452,0.958218017
wisconsin,CT-RF-Spark,threshold,0.3,0.8,5,160,351,492,20,0.943019943,0.965381194,0.967382167,0.924450549,0.952094342
wisconsin,CT-RF-Spark,threshold,0.3,0.9,5,160,351,473,38,0.891737892,0.967981933,0.968636861,0.933845486,0.956640417
wisconsin,CT-RF-Spark,threshold,0.3,0.95,5,160,351,443,69,0.803418803,0.958224914,0.958747847,0.917795389,0.943428017
wisconsin,CT-RF-Spark,threshold,0.6,0.7,4,321,191,506,5,0.97382199,0.968078642,0.969915533,0.931957332,0.956094369
wisconsin,CT-RF-Spark,threshold,0.6,0.8,4,321,191,502,9,0.952879581,0.964484995,0.962835882,0.929459421,0.949226589
wisconsin,CT-RF-Spark,threshold,0.6,0.9,5,321,191,489,23,0.879581152,0.963661734,0.964017933,0.924741011,0.949388116
wisconsin,CT-RF-Spark,threshold,0.6,0.95,5,321,191,474,37,0.806282723,0.966717023,0.966407979,0.928914482,0.952572591
wisconsin,CT-NB-Spark,threshold,0.05,0.7,3,27,485,501,10,0.979381443,0.824400699,0.766012335,0.796568129,0.690130636
wisconsin,CT-NB-Spark,threshold,0.05,0.8,5,27,485,465,46,0.905154639,0.827643365,0.775273216,0.783860747,0.704616522
wisconsin,CT-NB-Spark,threshold,0.05,0.9,5,27,485,322,189,0.610309278,0.824462346,0.799895445,0.723224993,0.732871068
wisconsin,CT-NB-Spark,threshold,0.05,0.95,5,27,485,222,290,0.402061856,0.721585566,0.73602778,0.583750512,0.653958565
wisconsin,CT-NB-Spark,threshold,0.15,0.7,5,78,433,488,24,0.944572748,0.876720185,0.845943894,0.82645984,0.804020893
wisconsin,CT-NB-Spark,threshold,0.15,0.8,5,78,433,448,64,0.852193995,0.881526766,0.858151559,0.823168443,0.818424441
wisconsin,CT-NB-Spark,threshold,0.15,0.9,5,78,433,342,169,0.609699769,0.845643868,0.836129843,0.740084952,0.780130289
wisconsin,CT-NB-Spark,threshold,0.15,0.95,5,78,433,229,282,0.348729792,0.813638703,0.813902151,0.684921842,0.749845302
wisconsin,CT-NB-Spark,threshold,0.3,0.7,5,160,351,492,20,0.943019943,0.883319163,0.85811897,0.834752238,0.819092135
wisconsin,CT-NB-Spark,threshold,0.3,0.8,5,160,351,441,70,0.800569801,0.8791932,0.862264422,0.804758319,0.81883019
wisconsin,CT-NB-Spark,threshold,0.3,0.9,5,160,351,333,178,0.492877493,0.864615499,0.855538105,0.764704794,0.805429462
wisconsin,CT-NB-Spark,threshold,0.3,0.95,5,160,351,249,263,0.250712251,0.853784178,0.844008882,0.750618694,0.788960435
wisconsin,CT-NB-Spark,threshold,0.6,0.7,5,321,191,486,26,0.863874346,0.899145655,0.880016994,0.839957924,0.848141835
wisconsin,CT-NB-Spark,threshold,0.6,0.8,5,321,191,443,69,0.638743455,0.893788632,0.880581973,0.818535634,0.844841884
wisconsin,CT-NB-Spark,threshold,0.6,0.9,5,321,191,393,118,0.382198953,0.885628574,0.875107222,0.798518652,0.835114856
wisconsin,CT-NB-Spark,threshold,0.6,0.95,5,321,191,361,151,0.209424084,0.884298787,0.873213283,0.797037081,0.833157909
coil2000,ST-DT-Spark,threshold,0.05,0.4,1,366,7000,7366,0,1,0.917205937,0.521423681,0.095266966,0.084083292
coil2000,ST-DT-Spark,threshold,0.05,0.5,1,366,7000,7366,0,1,0.917205937,0.521423681,0.095266966,0.084083292
coil2000,ST-DT-Spark,threshold,0.05,0.6,1,366,7000,7366,0,1,0.92198236,0.508122399,0.081052205,0.05371013
coil2000,ST-DT-Spark,threshold,0.15,0.4,1,1108,6258,7366,0,1,0.931602775,0.505643516,0.079877814,0.03601491
coil2000,ST-DT-Spark,threshold,0.15,0.5,1,1108,6258,7366,0,1,0.931602775,0.505643516,0.079877814,0.03601491
coil2000,ST-DT-Spark,threshold,0.15,0.6,1,1108,6258,7366,0,1,0.933102176,0.505038039,0.085596461,0.0324155
coil2000,ST-DT-Spark,threshold,0.3,0.4,1,2252,5114,7366,0,1,0.933413428,0.504375753,0.086292086,0.029185351
coil2000,ST-DT-Spark,threshold,0.3,0.5,1,2252,5114,7366,0,1,0.933413428,0.504375753,0.086292086,0.029185351
coil2000,ST-DT-Spark,threshold,0.3,0.6,2,2252,5114,7365,1,0.999804458,0.932512612,0.501872198,0.074614758,0.020708857
coil2000,ST-DT-Spark,threshold,0.6,0.4,1,4474,2892,7366,0,1,0.936669886,0.502141738,0.09931059,0.015916421
coil2000,ST-DT-Spark,threshold,0.6,0.5,1,4474,2892,7366,0,1,0.936669886,0.502141738,0.09931059,0.015916421
coil2000,ST-DT-Spark,threshold,0.6,0.6,2,4474,2892,7366,0,1,0.937500068,0.503384341,0.11394156,0.019347692
coil2000,ST-LR-Spark,threshold,0.05,0.4,1,366,7000,7366,0,1,0.872501645,0.519506988,0.078338902,0.100549522
coil2000,ST-LR-Spark,threshold,0.05,0.5,1,366,7000,7366,0,1,0.873016388,0.52156555,0.079744894,0.103531467
coil2000,ST-LR-Spark,threshold,0.05,0.6,4,366,7000,7363,3,0.999571429,0.871698116,0.519883843,0.0771776,0.10036082
coil2000,ST-LR-Spark,threshold,0.15,0.4,1,1108,6258,7366,0,1,0.933026175,0.518034158,0.141727158,0.076203269
coil2000,ST-LR-Spark,threshold,0.15,0.5,1,1108,6258,7366,0,1,0.933026175,0.518034158,0.141727158,0.076203269
coil2000,ST-LR-Spark,threshold,0.15,0.6,4,1108,6258,7363,3,0.999520614,0.93353365,0.51441035,0.127488948,0.06317538
coil2000,ST-LR-Spark,threshold,0.3,0.4,1,2252,5114,7366,0,1,0.938112134,0.510069951,0.164035853,0.04382092
coil2000,ST-LR-Spark,threshold,0.3,0.5,1,2252,5114,7366,0,1,0.938112134,0.510069951,0.164035853,0.04382092
coil2000,ST-LR-Spark,threshold,0.3,0.6,4,2252,5114,7362,3,0.999413375,0.938117649,0.508381933,0.149168613,0.037427543
coil2000,ST-LR-Spark,threshold,0.6,0.4,1,4474,2892,7366,0,1,0.938309499,0.501494562,0.083877789,0.010430514
coil2000,ST-LR-Spark,threshold,0.6,0.5,1,4474,2892,7366,0,1,0.938309499,0.501494562,0.083877789,0.010430514
coil2000,ST-LR-Spark,threshold,0.6,0.6,5,4474,2892,7363,3,0.998962656,0.938518563,0.502310097,0.101793177,0.013337491
coil2000,ST-RF-Spark,threshold,0.05,0.4,1,366,7000,7366,0,1,0.939749907,0.499678938,0.051403632,0
coil2000,ST-RF-Spark,threshold,0.05,0.5,1,366,7000,7366,0,1,0.939749907,0.499678938,0.051403632,0
coil2000,ST-RF-Spark,threshold,0.05,0.6,2,366,7000,7366,0,1,0.940349667,0.5,0.059650333,0
coil2000,ST-RF-Spark,threshold,0.15,0.4,1,1108,6258,7366,0,1,0.940349667,0.5,0.059650333,0
coil2000,ST-RF-Spark,threshold,0.15,0.5,1,1108,6258,7366,0,1,0.940349667,0.5,0.059650333,0
coil2000,ST-RF-Spark,threshold,0.15,0.6,2,1108,6258,7366,0,1,0.940349667,0.5,0.059650333,0
coil2000,ST-RF-Spark,threshold,0.3,0.4,1,2252,5114,7366,0,1,0.940349667,0.5,0.059650333,0
coil2000,ST-RF-Spark,threshold,0.3,0.5,1,2252,5114,7366,0,1,0.940349667,0.5,0.059650333,0
coil2000,ST-RF-Spark,threshold,0.3,0.6,1,2252,5114,7366,0,1,0.940349667,0.5,0.059650333,0
coil2000,ST-RF-Spark,threshold,0.6,0.4,1,4474,2892,7366,0,1,0.940349667,0.5,0.059650333,0
coil2000,ST-RF-Spark,threshold,0.6,0.5,1,4474,2892,7366,0,1,0.940349667,0.5,0.059650333,0
coil2000,ST-RF-Spark,threshold,0.6,0.6,2,4474,2892,7366,0,1,0.940349667,0.5,0.059650333,0
coil2000,ST-NB-Spark,threshold,0.05,0.4,1,366,7000,7366,0,1,0.724387938,0.599422365,0.089861452,0.165240081
coil2000,ST-NB-Spark,threshold,0.05,0.5,1,366,7000,7366,0,1,0.724387938,0.599422365,0.089861452,0.165240081
coil2000,ST-NB-Spark,threshold,0.05,0.6,3,366,7000,7366,0,1,0.723269041,0.596534191,0.088781935,0.163175008
coil2000,ST-NB-Spark,threshold,0.15,0.4,1,1108,6258,7366,0,1,0.714652092,0.593430354,0.086955497,0.159807739
coil2000,ST-NB-Spark,threshold,0.15,0.5,1,1108,6258,7366,0,1,0.714652092,0.593430354,0.086955497,0.159807739
coil2000,ST-NB-Spark,threshold,0.15,0.6,3,1108,6258,7366,0,1,0.713021129,0.593272091,0.086822223,0.159567102
coil2000,ST-NB-Spark,threshold,0.3,0.4,1,2252,5114,7366,0,1,0.718665277,0.595737399,0.087953734,0.161675271
coil2000,ST-NB-Spark,threshold,0.3,0.5,1,2252,5114,7366,0,1,0.718665277,0.595737399,0.087953734,0.161675271
coil2000,ST-NB-Spark,threshold,0.3,0.6,4,2252,5114,7366,0,1,0.717237073,0.595738039,0.087854247,0.161538691
coil2000,ST-NB-Spark,threshold,0.6,0.4,1,4474,2892,7366,0,1,0.722544642,0.599318644,0.089513129,0.1646589
coil2000,ST-NB-Spark,threshold,0.6,0.5,1,4474,2892,7366,0,1,0.722544642,0.599318644,0.089513129,0.1646589
coil2000,ST-NB-Spark,threshold,0.6,0.6,3,4474,2892,7365,0,1,0.719899705,0.597858172,0.088780253,0.163289439
sonar,ST-DT-Spark,threshold,0.05,0.4,1,6,150,156,0,1,0.50203284,0.532612003,0.510738049,0.529585059
sonar,ST-DT-Spark,threshold,0.05,0.5,1,6,150,156,0,1,0.50203284,0.532612003,0.510738049,0.529585059
sonar,ST-DT-Spark,threshold,0.05,0.6,1,6,150,156,0,1,0.50203284,0.532612003,0.510738049,0.529585059
sonar,ST-DT-Spark,threshold,0.15,0.4,1,26,130,156,0,1,0.634022409,0.648742678,0.620454559,0.61477689
sonar,ST-DT-Spark,threshold,0.15,0.5,1,26,130,156,0,1,0.634022409,0.648742678,0.620454559,0.61477689
sonar,ST-DT-Spark,threshold,0.15,0.6,1,26,130,156,0,1,0.634022409,0.648742678,0.620454559,0.61477689
sonar,ST-DT-Spark,threshold,0.3,0.4,1,54,102,156,0,1,0.642233548,0.673356832,0.633590298,0.58678093
sonar,ST-DT-Spark,threshold,0.3,0.5,1,54,102,156,0,1,0.642233548,0.673356832,0.633590298,0.58678093
sonar,ST-DT-Spark,threshold,0.3,0.6,1,54,102,156,0,1,0.642233548,0.673356832,0.633590298,0.58678093
sonar,ST-DT-Spark,threshold,0.6,0.4,1,94,61,156,0,1,0.687012561,0.700178212,0.660339158,0.65863808
sonar,ST-DT-Spark,threshold,0.6,0.5,1,94,61,156,0,1,0.687012561,0.700178212,0.660339158,0.65863808
sonar,ST-DT-Spark,threshold,0.6,0.6,1,94,61,156,0,1,0.687012561,0.700178212,0.660339158,0.65863808
sonar,ST-LR-Spark,threshold,0.05,0.4,1,6,150,156,0,1,0.513924423,0.543167229,0.50787323,0.525666482
sonar,ST-LR-Spark,threshold,0.05,0.5,1,6,150,156,0,1,0.513924423,0.543167229,0.50787323,0.525666482
sonar,ST-LR-Spark,threshold,0.05,0.6,2,6,150,156,0,1,0.491329925,0.523718015,0.492994275,0.527471261
sonar,ST-LR-Spark,threshold,0.15,0.4,1,26,130,156,0,1,0.67555933,0.687611794,0.659756825,0.662936831
sonar,ST-LR-Spark,threshold,0.15,0.5,1,26,130,156,0,1,0.67555933,0.687611794,0.659756825,0.662936831
sonar,ST-LR-Spark,threshold,0.15,0.6,1,26,130,156,0,1,0.670657369,0.683705544,0.654798778,0.659337717
sonar,ST-LR-Spark,threshold,0.3,0.4,1,54,102,156,0,1,0.730127333,0.733252077,0.6918384,0.694003089
sonar,ST-LR-Spark,threshold,0.3,0.5,1,54,102,156,0,1,0.730127333,0.733252077,0.6918384,0.694003089
sonar,ST-LR-Spark,threshold,0.3,0.6,2,54,102,155,0,1,0.730127333,0.733252077,0.6918384,0.694003089
sonar,ST-LR-Spark,threshold,0.6,0.4,1,94,61,156,0,1,0.755916888,0.75725848,0.713422816,0.719977496
sonar,ST-LR-Spark,threshold,0.6,0.5,1,94,61,156,0,1,0.755916888,0.75725848,0.713422816,0.719977496
sonar,ST-LR-Spark,threshold,0.6,0.6,1,94,61,156,0,1,0.755916888,0.75725848,0.713422816,0.719977496
sonar,ST-RF-Spark,threshold,0.05,0.4,1,6,150,156,0,1,0.472371823,0.514236179,0.443116782,0.32394958
sonar,ST-RF-Spark,threshold,0.05,0.5,1,6,150,156,0,1,0.496013244,0.539006656,0.455179443,0.401098901
